 Data from HASI_L4_ATMO_PROFILE_DESCEN.TAB
 Huygens Atmospheric Structure Instrument (HASI)
 Extended below 3 m assuming a constant temperature lapse rate
 and an ideal gas, based on the two lowest-altitude measured points.
 Columns are altitude, pressure, temperature, density.

 1827

  z[m]        p[Pa]  T[K]      rho[kg/m^3]
   14931.0  66631.0   80.4010  2.8067000
   14902.0  66739.0   80.4148  2.8103000
   14874.0  66847.0   80.4341  2.8137000
   14845.0  66962.0   80.4681  2.8176000
   14817.0  67070.0   80.4920  2.8215000
   14789.0  67178.0   80.4841  2.8249000
   14727.0  67414.0   80.5447  2.8334000
   14699.0  67521.0   80.5704  2.8376000
   14670.0  67628.0   80.5935  2.8413000
   14642.0  67741.0   80.6106  2.8449000
   14613.0  67848.0   80.6227  2.8485000
   14585.0  67954.0   80.6384  2.8521000
   14556.0  68067.0   80.6599  2.8565000
   14528.0  68180.0   80.6765  2.8605000
   14499.0  68286.0   80.6867  2.8643000
   14471.0  68391.0   80.6918  2.8682000
   14443.0  68503.0   80.7119  2.8725000
   14414.0  68615.0   80.7373  2.8770000
   14386.0  68720.0   80.7662  2.8810000
   14357.0  68824.0   80.7895  2.8849000
   14329.0  68943.0   80.8086  2.8887000
   14301.0  69054.0   80.8342  2.8921000
   14272.0  69158.0   80.8560  2.8956000
   14244.0  69275.0   80.8830  2.8996000
   14216.0  69386.0   80.9160  2.9034000
   14187.0  69496.0   80.9367  2.9068000
   14159.0  69606.0   80.9663  2.9105000
   14131.0  69716.0   80.9872  2.9139000
   14103.0  69826.0   80.9975  2.9176000
   14074.0  69942.0   81.0170  2.9213000
   14046.0  70044.0   81.0191  2.9252000
   14018.0  70153.0   81.0216  2.9293000
   13990.0  70269.0   81.0317  2.9339000
   13929.0  70506.0   81.0643  2.9435000
   13901.0  70614.0   81.0807  2.9478000
   13873.0  70722.0   81.0960  2.9520000
   13844.0  70836.0   81.1068  2.9564000
   13816.0  70944.0   81.1216  2.9604000
   13788.0  71058.0   81.1510  2.9645000
   13759.0  71171.0   81.1800  2.9689000
   13731.0  71285.0   81.2127  2.9726000
   13703.0  71391.0   81.2283  2.9761000
   13675.0  71498.0   81.2524  2.9796000
   13647.0  71617.0   81.2687  2.9835000
   13620.0  71730.0   81.2882  2.9871000
   13592.0  71835.0   81.2979  2.9906000
   13564.0  71947.0   81.3005  2.9949000
   13537.0  72059.0   81.3158  2.9991000
   13509.0  72171.0   81.3421  3.0035000
   13468.0  72335.0   81.3640  3.0098000
   13394.0  72632.0   81.3962  3.0204000
   13367.0  72746.0   81.4408  3.0245000
   13339.0  72860.0   81.4730  3.0287000
   13311.0  72974.0   81.4949  3.0325000
   13283.0  73088.0   81.5044  3.0356000
   13255.0  73201.0   81.5211  3.0392000
   13228.0  73315.0   81.5380  3.0432000
   13200.0  73417.0   81.5559  3.0476000
   13172.0  73530.0   81.5763  3.0518000
   13145.0  73654.0   81.6025  3.0559000
   13117.0  73756.0   81.6243  3.0594000
   13089.0  73868.0   81.6338  3.0633000
   13062.0  73981.0   81.6424  3.0674000
   13034.0  74104.0   81.6713  3.0714000
   13007.0  74217.0   81.6860  3.0755000
   12979.0  74329.0   81.7114  3.0795000
   12952.0  74441.0   81.7402  3.0835000
   12924.0  74553.0   81.7618  3.0876000
   12897.0  74664.0   81.7700  3.0911000
   12870.0  74787.0   81.7747  3.0947000
   12842.0  74898.0   81.7854  3.0988000
   12815.0  75009.0   81.8039  3.1032000
   12788.0  75132.0   81.8305  3.1080000
   12760.0  75243.0   81.8388  3.1122000
   12733.0  75365.0   81.8689  3.1159000
   12706.0  75475.0   81.8826  3.1199000
   12679.0  75597.0   81.9053  3.1238000
   12620.0  75828.0   81.9421  3.1324000
   12593.0  75949.0   81.9679  3.1365000
   12565.0  76059.0   82.0302  3.1405000
   12538.0  76169.0   82.0807  3.1442000
   12510.0  76290.0   82.1138  3.1473000
   12483.0  76399.0   82.1411  3.1492000
   12456.0  76509.0   82.1597  3.1519000
   12428.0  76618.0   82.1780  3.1558000
   12401.0  76738.0   82.2049  3.1595000
   12374.0  76858.0   82.2176  3.1632000
   12347.0  76966.0   82.2300  3.1668000
   12320.0  77086.0   82.2217  3.1710000
   12293.0  77194.0   82.2440  3.1755000
   12266.0  77314.0   82.2587  3.1802000
   12239.0  77422.0   82.2906  3.1848000
   12212.0  77530.0   82.3272  3.1887000
   12185.0  77649.0   82.3564  3.1925000
   12159.0  77767.0   82.3810  3.1953000
   12101.0  78015.0   82.4190  3.2026000
   12074.0  78133.0   82.4181  3.2067000
   12047.0  78240.0   82.4188  3.2110000
   12020.0  78358.0   82.4313  3.2158000
   11993.0  78475.0   82.4263  3.2208000
   11966.0  78593.0   82.4505  3.2253000
   11940.0  78710.0   82.4753  3.2299000
   11913.0  78838.0   82.4873  3.2342000
   11886.0  78955.0   82.4930  3.2378000
   11859.0  79071.0   82.5033  3.2420000
   11832.0  79188.0   82.5065  3.2469000
   11805.0  79304.0   82.5074  3.2516000
   11778.0  79421.0   82.5284  3.2564000
   11752.0  79537.0   82.5540  3.2610000
   11725.0  79653.0   82.5745  3.2654000
   11698.0  79769.0   82.5918  3.2693000
   11672.0  79884.0   82.5928  3.2730000
   11645.0  80010.0   82.6360  3.2772000
   11618.0  80126.0   82.6602  3.2814000
   11592.0  80241.0   82.6871  3.2851000
   11565.0  80366.0   82.7114  3.2887000
   11538.0  80471.0   82.7358  3.2923000
   11512.0  80596.0   82.7601  3.2960000
   11485.0  80710.0   82.7780  3.2998000
   11458.0  80825.0   82.7878  3.3035000
   11432.0  80949.0   82.8004  3.3076000
   11405.0  81074.0   82.8178  3.3118000
   11349.0  81322.0   82.8705  3.3207000
   11323.0  81436.0   82.9028  3.3246000
   11296.0  81560.0   82.9241  3.3285000
   11269.0  81673.0   82.9457  3.3320000
   11243.0  81796.0   82.9772  3.3357000
   11216.0  81909.0   82.9927  3.3396000
   11190.0  82032.0   83.0105  3.3432000
   11163.0  82145.0   83.0333  3.3472000
   11136.0  82257.0   83.0475  3.3514000
   11110.0  82390.0   83.0726  3.3555000
   11084.0  82502.0   83.1063  3.3590000
   11058.0  82624.0   83.1342  3.3629000
   11031.0  82736.0   83.1827  3.3665000
   11005.0  82858.0   83.1922  3.3698000
   10979.0  82980.0   83.1986  3.3728000
   10953.0  83101.0   83.2175  3.3764000
   10927.0  83212.0   83.2313  3.3810000
   10901.0  83323.0   83.2601  3.3855000
   10845.0  83585.0   83.3370  3.3932000
   10818.0  83706.0   83.3483  3.3965000
   10792.0  83826.0   83.3623  3.4000000
   10766.0  83946.0   83.3775  3.4041000
   10740.0  84066.0   83.3866  3.4084000
   10714.0  84186.0   83.3792  3.4127000
   10688.0  84306.0   83.4238  3.4174000
   10662.0  84425.0   83.4326  3.4221000
   10636.0  84545.0   83.4510  3.4260000
   10610.0  84664.0   83.4893  3.4299000
   10584.0  84783.0   83.5094  3.4340000
   10558.0  84902.0   83.4979  3.4374000
   10532.0  85030.0   83.4891  3.4413000
   10505.0  85149.0   83.5056  3.4465000
   10479.0  85267.0   83.5417  3.4520000
   10453.0  85385.0   83.5841  3.4567000
   10427.0  85513.0   83.5903  3.4601000
   10401.0  85631.0   83.5903  3.4630000
   10375.0  85749.0   83.6290  3.4673000
   10349.0  85876.0   83.6314  3.4721000
   10323.0  85993.0   83.6715  3.4758000
   10297.0  86110.0   83.7019  3.4800000
   10272.0  86227.0   83.7082  3.4836000
   10246.0  86344.0   83.7093  3.4870000
   10220.0  86470.0   83.7212  3.4915000
   10194.0  86596.0   83.7447  3.4962000
   10168.0  86713.0   83.7704  3.5006000
   10113.0  86974.0   83.8313  3.5086000
   10087.0  87099.0   83.8545  3.5122000
   10061.0  87224.0   83.8706  3.5159000
   10035.0  87339.0   83.9045  3.5198000
   10009.0  87464.0   83.9238  3.5240000
    9984.0  87579.0   83.9400  3.5274000
    9958.0  87704.0   83.9644  3.5314000
    9932.0  87837.0   83.9929  3.5354000
    9906.0  87952.0   84.0109  3.5389000
    9881.0  88066.0   84.0186  3.5429000
    9855.0  88199.0   84.0353  3.5472000
    9829.0  88323.0   84.0668  3.5513000
    9804.0  88446.0   84.0928  3.5554000
    9778.0  88579.0   84.0954  3.5592000
    9753.0  88692.0   84.1046  3.5627000
    9727.0  88824.0   84.0959  3.5676000
    9702.0  88947.0   84.1373  3.5724000
    9676.0  89069.0   84.1592  3.5773000
    9622.0  89332.0   84.1684  3.5856000
    9596.0  89463.0   84.2071  3.5901000
    9571.0  89584.0   84.2504  3.5946000
    9545.0  89706.0   84.2856  3.5984000
    9520.0  89836.0   84.2977  3.6014000
    9494.0  89957.0   84.2941  3.6044000
    9469.0  90087.0   84.3109  3.6085000
    9443.0  90208.0   84.2935  3.6135000
    9418.0  90328.0   84.3089  3.6184000
    9393.0  90457.0   84.3096  3.6237000
    9367.0  90577.0   84.3156  3.6289000
    9342.0  90697.0   84.3440  3.6336000
    9317.0  90817.0   84.3717  3.6386000
    9291.0  90946.0   84.3973  3.6427000
    9266.0  91065.0   84.4164  3.6460000
    9241.0  91193.0   84.4431  3.6496000
    9215.0  91312.0   84.4791  3.6536000
    9190.0  91440.0   84.5051  3.6573000
    9165.0  91568.0   84.5240  3.6606000
    9140.0  91686.0   84.5390  3.6639000
    9114.0  91813.0   84.5561  3.6681000
    9089.0  91931.0   84.5763  3.6724000
    9064.0  92058.0   84.6000  3.6765000
    9039.0  92185.0   84.6293  3.6805000
    9014.0  92311.0   84.6487  3.6841000
    8988.0  92437.0   84.6649  3.6879000
    8963.0  92572.0   84.6858  3.6918000
    8909.0  92841.0   84.7308  3.7006000
    8884.0  92967.0   84.7388  3.7049000
    8859.0  93092.0   84.7596  3.7091000
    8834.0  93226.0   84.7836  3.7135000
    8809.0  93342.0   84.8032  3.7179000
    8784.0  93466.0   84.8198  3.7220000
    8758.0  93591.0   84.8427  3.7265000
    8733.0  93715.0   84.8522  3.7307000
    8708.0  93839.0   84.8770  3.7349000
    8683.0  93971.0   84.9031  3.7393000
    8658.0  94104.0   84.9347  3.7434000
    8633.0  94218.0   84.9549  3.7473000
    8608.0  94350.0   84.9678  3.7514000
    8583.0  94482.0   84.9943  3.7554000
    8558.0  94604.0   85.0251  3.7595000
    8533.0  94727.0   85.0375  3.7638000
    8508.0  94849.0   85.0458  3.7679000
    8484.0  94980.0   85.0848  3.7719000
    8430.0  95250.0   85.1065  3.7810000
    8405.0  95371.0   85.1266  3.7853000
    8380.0  95501.0   85.1462  3.7901000
    8355.0  95631.0   85.1694  3.7945000
    8330.0  95761.0   85.2024  3.7987000
    8305.0  95890.0   85.2214  3.8028000
    8280.0  96010.0   85.2371  3.8067000
    8255.0  96139.0   85.2600  3.8109000
    8230.0  96268.0   85.2842  3.8153000
    8205.0  96405.0   85.3136  3.8195000
    8180.0  96533.0   85.3439  3.8234000
    8156.0  96661.0   85.3585  3.8272000
    8131.0  96789.0   85.3715  3.8312000
    8106.0  96916.0   85.3897  3.8354000
    8081.0  97044.0   85.4125  3.8400000
    8057.0  97171.0   85.4444  3.8444000
    8032.0  97298.0   85.4575  3.8486000
    8008.0  97425.0   85.4674  3.8525000
    7983.0  97551.0   85.4895  3.8566000
    7958.0  97677.0   85.5138  3.8614000
    7933.0  97812.0   85.5292  3.8659000
    7909.0  97946.0   85.5441  3.8697000
    7884.0  98072.0   85.5664  3.8739000
    7859.0  98205.0   85.5878  3.8787000
    7835.0  98339.0   85.5640  3.8830000
    7810.0  98464.0   85.5990  3.8871000
    7786.0  98597.0   85.6486  3.8922000
    7731.0  98871.0   85.7002  3.9014000
    7707.0  99003.0   85.6874  3.9050000
    7682.0  99135.0   85.6891  3.9091000
    7658.0  99267.0   85.7265  3.9139000
    7633.0  99398.0   85.7683  3.9195000
    7609.0  99530.0   85.8003  3.9238000
    7585.0  99653.0   85.8104  3.9271000
    7560.0  99784.0   85.7965  3.9307000
    7536.0  99914.0   85.8031  3.9349000
    7512.0 100053.0   85.8261  3.9399000
    7487.0 100183.0   85.8563  3.9454000
    7463.0 100313.0   85.8798  3.9499000
    7438.0 100443.0   85.9043  3.9542000
    7413.0 100573.0   85.9363  3.9583000
    7389.0 100702.0   85.9445  3.9624000
    7364.0 100839.0   85.9620  3.9664000
    7340.0 100968.0   85.9902  3.9704000
    7315.0 101096.0   86.0164  3.9752000
    7262.0 101385.0   86.0682  3.9841000
    7237.0 101521.0   86.1034  3.9881000
    7213.0 101648.0   86.1314  3.9922000
    7189.0 101776.0   86.1608  3.9961000
    7164.0 101911.0   86.1834  4.0001000
    7140.0 102046.0   86.2075  4.0039000
    7116.0 102181.0   86.2283  4.0076000
    7091.0 102307.0   86.2564  4.0119000
    7067.0 102441.0   86.2855  4.0161000
    7043.0 102575.0   86.3079  4.0203000
    7018.0 102709.0   86.3357  4.0242000
    6994.0 102834.0   86.3655  4.0281000
    6970.0 102968.0   86.3956  4.0323000
    6945.0 103101.0   86.4197  4.0364000
    6921.0 103233.0   86.4380  4.0400000
    6897.0 103366.0   86.4577  4.0439000
    6872.0 103506.0   86.4772  4.0483000
    6848.0 103645.0   86.5002  4.0525000
    6824.0 103769.0   86.5038  4.0567000
    6800.0 103901.0   86.5426  4.0611000
    6776.0 104032.0   86.5646  4.0659000
    6751.0 104171.0   86.5808  4.0705000
    6727.0 104294.0   86.6079  4.0740000
    6703.0 104432.0   86.5987  4.0783000
    6679.0 104562.0   86.6089  4.0828000
    6655.0 104700.0   86.6260  4.0872000
    6631.0 104829.0   86.6447  4.0927000
    6579.0 105111.0   86.7031  4.1026000
    6555.0 105247.0   86.7399  4.1067000
    6531.0 105376.0   86.7624  4.1106000
    6507.0 105520.0   86.7890  4.1145000
    6483.0 105648.0   86.8309  4.1182000
    6458.0 105783.0   86.8581  4.1224000
    6434.0 105911.0   86.8854  4.1264000
    6410.0 106046.0   86.9157  4.1298000
    6386.0 106181.0   86.9366  4.1338000
    6362.0 106315.0   86.9594  4.1376000
    6338.0 106457.0   86.9903  4.1416000
    6314.0 106591.0   87.0216  4.1458000
    6290.0 106725.0   87.0443  4.1498000
    6266.0 106858.0   87.0634  4.1538000
    6242.0 106992.0   87.0824  4.1578000
    6218.0 107125.0   87.0995  4.1620000
    6194.0 107265.0   87.1288  4.1665000
    6170.0 107397.0   87.1502  4.1708000
    6118.0 107683.0   87.1810  4.1800000
    6094.0 107822.0   87.1942  4.1845000
    6071.0 107953.0   87.2147  4.1889000
    6047.0 108092.0   87.2395  4.1936000
    6023.0 108230.0   87.2688  4.1983000
    5999.0 108361.0   87.2872  4.2025000
    5975.0 108498.0   87.3055  4.2066000
    5952.0 108628.0   87.3142  4.2106000
    5928.0 108765.0   87.3264  4.2151000
    5904.0 108902.0   87.3511  4.2198000
    5880.0 109039.0   87.3749  4.2246000
    5856.0 109175.0   87.4043  4.2292000
    5832.0 109311.0   87.4236  4.2334000
    5809.0 109454.0   87.4579  4.2374000
    5785.0 109589.0   87.4802  4.2414000
    5761.0 109731.0   87.5109  4.2456000
    5737.0 109859.0   87.5389  4.2496000
    5713.0 109994.0   87.5522  4.2538000
    5690.0 110135.0   87.5732  4.2578000
    5666.0 110269.0   87.5883  4.2618000
    5642.0 110403.0   87.5980  4.2664000
    5618.0 110536.0   87.6107  4.2711000
    5595.0 110677.0   87.6299  4.2757000
    5571.0 110803.0   87.6545  4.2806000
    5547.0 110942.0   87.6862  4.2853000
    5524.0 111082.0   87.7162  4.2896000
    5500.0 111221.0   87.7202  4.2934000
    5449.0 111512.0   87.7609  4.3026000
    5425.0 111643.0   87.7750  4.3075000
    5402.0 111781.0   87.8151  4.3120000
    5378.0 111919.0   87.8390  4.3165000
    5355.0 112057.0   87.8627  4.3203000
    5331.0 112194.0   87.8908  4.3241000
    5308.0 112337.0   87.9109  4.3283000
    5284.0 112474.0   87.9352  4.3324000
    5261.0 112610.0   87.9598  4.3364000
    5237.0 112746.0   87.9822  4.3410000
    5214.0 112882.0   88.0096  4.3451000
    5191.0 113024.0   88.0332  4.3492000
    5167.0 113159.0   88.0531  4.3534000
    5144.0 113287.0   88.0624  4.3573000
    5120.0 113422.0   88.1003  4.3620000
    5097.0 113563.0   88.1155  4.3666000
    5074.0 113697.0   88.1320  4.3705000
    5050.0 113837.0   88.1452  4.3746000
    5000.0 114124.0   88.1853  4.3846000
    4976.0 114264.0   88.2044  4.3894000
    4953.0 114403.0   88.2300  4.3937000
    4929.0 114542.0   88.2565  4.3983000
    4906.0 114680.0   88.2760  4.4025000
    4882.0 114819.0   88.2905  4.4067000
    4859.0 114957.0   88.3082  4.4110000
    4835.0 115095.0   88.3259  4.4157000
    4812.0 115232.0   88.3587  4.4203000
    4788.0 115369.0   88.3732  4.4250000
    4765.0 115500.0   88.4009  4.4289000
    4742.0 115643.0   88.4387  4.4333000
    4719.0 115779.0   88.4508  4.4372000
    4695.0 115915.0   88.4684  4.4410000
    4672.0 116051.0   88.4802  4.4455000
    4649.0 116193.0   88.4976  4.4501000
    4626.0 116328.0   88.5204  4.4547000
    4603.0 116469.0   88.5426  4.4594000
    4580.0 116610.0   88.5582  4.4636000
    4557.0 116744.0   88.5643  4.4679000
    4533.0 116885.0   88.5831  4.4728000
    4510.0 117019.0   88.6058  4.4778000
    4487.0 117165.0   88.6174  4.4825000
    4464.0 117304.0   88.6571  4.4865000
    4441.0 117443.0   88.6687  4.4913000
    4418.0 117576.0   88.6912  4.4951000
    4395.0 117721.0   88.7129  4.4997000
    4345.0 118016.0   88.7640  4.5091000
    4322.0 118159.0   88.7913  4.5132000
    4298.0 118303.0   88.8016  4.5176000
    4275.0 118446.0   88.8211  4.5217000
    4252.0 118583.0   88.8509  4.5265000
    4229.0 118719.0   88.8736  4.5312000
    4206.0 118861.0   88.8953  4.5352000
    4183.0 119003.0   88.9132  4.5393000
    4160.0 119145.0   88.9336  4.5436000
    4137.0 119286.0   88.9503  4.5482000
    4114.0 119433.0   88.9779  4.5526000
    4091.0 119568.0   89.0016  4.5570000
    4068.0 119708.0   89.0133  4.5615000
    4045.0 119854.0   89.0383  4.5656000
    4023.0 119988.0   89.0647  4.5701000
    4000.0 120127.0   89.0887  4.5746000
    3977.0 120260.0   89.1101  4.5786000
    3954.0 120411.0   89.1365  4.5830000
    3905.0 120712.0   89.1966  4.5918000
    3882.0 120849.0   89.2261  4.5959000
    3859.0 120993.0   89.2510  4.6000000
    3836.0 121136.0   89.2727  4.6038000
    3813.0 121279.0   89.3045  4.6080000
    3790.0 121421.0   89.3224  4.6124000
    3767.0 121557.0   89.3501  4.6163000
    3744.0 121705.0   89.3626  4.6210000
    3721.0 121846.0   89.3895  4.6249000
    3698.0 121987.0   89.4075  4.6298000
    3675.0 122134.0   89.4412  4.6340000
    3653.0 122275.0   89.4690  4.6382000
    3630.0 122409.0   89.4921  4.6422000
    3607.0 122554.0   89.5177  4.6464000
    3584.0 122700.0   89.5431  4.6504000
    3561.0 122839.0   89.5622  4.6546000
    3538.0 122983.0   89.5812  4.6590000
    3515.0 123122.0   89.6121  4.6635000
    3493.0 123272.0   89.6342  4.6679000
    3470.0 123409.0   89.6586  4.6716000
    3447.0 123553.0   89.6557  4.6762000
    3424.0 123701.0   89.6975  4.6807000
    3402.0 123844.0   89.7201  4.6858000
    3379.0 123986.0   89.7443  4.6894000
    3356.0 124128.0   89.7729  4.6938000
    3334.0 124275.0   89.8027  4.6979000
    3311.0 124422.0   89.8259  4.7018000
    3263.0 124726.0   89.8721  4.7107000
    3240.0 124871.0   89.9012  4.7151000
    3217.0 125006.0   89.9144  4.7196000
    3195.0 125151.0   89.9302  4.7238000
    3172.0 125295.0   89.9418  4.7284000
    3150.0 125440.0   89.9504  4.7331000
    3127.0 125578.0   89.9707  4.7382000
    3104.0 125722.0   89.9822  4.7434000
    3082.0 125859.0   90.0065  4.7478000
    3059.0 126008.0   90.0229  4.7527000
    3037.0 126150.0   90.0414  4.7568000
    3014.0 126293.0   90.0591  4.7616000
    2992.0 126435.0   90.0754  4.7662000
    2969.0 126582.0   90.0959  4.7709000
    2947.0 126728.0   90.1250  4.7753000
    2924.0 126874.0   90.1510  4.7797000
    2902.0 127020.0   90.1672  4.7837000
    2879.0 127171.0   90.1890  4.7881000
    2831.0 127477.0   90.2262  4.7979000
    2809.0 127621.0   90.2482  4.8025000
    2787.0 127765.0   90.2708  4.8070000
    2764.0 127909.0   90.2840  4.8115000
    2742.0 128052.0   90.3140  4.8159000
    2719.0 128201.0   90.3248  4.8206000
    2697.0 128343.0   90.3607  4.8247000
    2675.0 128491.0   90.3928  4.8293000
    2652.0 128627.0   90.4141  4.8331000
    2630.0 128769.0   90.4312  4.8371000
    2608.0 128920.0   90.4463  4.8414000
    2585.0 129061.0   90.4580  4.8462000
    2563.0 129212.0   90.4795  4.8511000
    2541.0 129362.0   90.5174  4.8556000
    2518.0 129507.0   90.5425  4.8598000
    2496.0 129652.0   90.5679  4.8637000
    2474.0 129796.0   90.5875  4.8678000
    2451.0 129939.0   90.6188  4.8723000
    2429.0 130088.0   90.6400  4.8764000
    2407.0 130231.0   90.6688  4.8804000
    2385.0 130379.0   90.6941  4.8847000
    2362.0 130521.0   90.7068  4.8889000
    2340.0 130668.0   90.7361  4.8934000
    2318.0 130809.0   90.7644  4.8978000
    2296.0 130961.0   90.7837  4.9017000
    2273.0 131111.0   90.8129  4.9060000
    2251.0 131252.0   90.8347  4.9104000
    2202.0 131566.0   90.8860  4.9199000
    2180.0 131706.0   90.9040  4.9242000
    2158.0 131860.0   90.9330  4.9284000
    2136.0 131998.0   90.9537  4.9327000
    2114.0 132146.0   90.9761  4.9369000
    2092.0 132289.0   91.0029  4.9413000
    2070.0 132441.0   91.0311  4.9453000
    2048.0 132588.0   91.0573  4.9494000
    2026.0 132739.0   91.0796  4.9535000
    2004.0 132885.0   91.1084  4.9578000
    1982.0 133036.0   91.1386  4.9620000
    1960.0 133181.0   91.1553  4.9660000
    1938.0 133330.0   91.1720  4.9703000
    1916.0 133480.0   91.2064  4.9750000
    1894.0 133619.0   91.2275  4.9792000
    1872.0 133768.0   91.2531  4.9833000
    1850.0 133916.0   91.2758  4.9875000
    1828.0 134063.0   91.3017  4.9918000
    1780.0 134381.0   91.3632  5.0007000
    1758.0 134528.0   91.3953  5.0048000
    1736.0 134678.0   91.4217  5.0086000
    1714.0 134824.0   91.4528  5.0127000
    1692.0 134964.0   91.4711  5.0168000
    1670.0 135119.0   91.5009  5.0210000
    1648.0 135263.0   91.5317  5.0251000
    1626.0 135412.0   91.5610  5.0290000
    1604.0 135555.0   91.5925  5.0330000
    1582.0 135703.0   91.6160  5.0368000
    1560.0 135846.0   91.6432  5.0411000
    1538.0 135997.0   91.6771  5.0450000
    1516.0 136149.0   91.7060  5.0488000
    1494.0 136295.0   91.7252  5.0529000
    1472.0 136436.0   91.7554  5.0575000
    1450.0 136586.0   91.7773  5.0613000
    1428.0 136735.0   91.8079  5.0657000
    1406.0 136889.0   91.8393  5.0695000
    1384.0 137042.0   91.8641  5.0734000
    1362.0 137190.0   91.8939  5.0778000
    1340.0 137343.0   91.9231  5.0817000
    1318.0 137490.0   91.9520  5.0858000
    1296.0 137646.0   91.9824  5.0896000
    1275.0 137797.0   92.0090  5.0935000
    1253.0 137947.0   92.0368  5.0977000
    1231.0 138097.0   92.0584  5.1019000
    1209.0 138242.0   92.0909  5.1064000
    1163.0 138567.0   92.1513  5.1144000
    1141.0 138719.0   92.1702  5.1186000
    1119.0 138876.0   92.1966  5.1232000
    1097.0 139032.0   92.2314  5.1274000
    1075.0 139179.0   92.2594  5.1314000
    1053.0 139329.0   92.2805  5.1354000
    1032.0 139488.0   92.3132  5.1395000
    1010.0 139630.0   92.3479  5.1438000
     988.0 139783.0   92.3696  5.1472000
     966.0 139937.0   92.3887  5.1517000
     944.0 140077.0   92.4126  5.1567000
     922.0 140229.0   92.4371  5.1607000
     901.0 140381.0   92.4564  5.1648000
     879.0 140537.0   92.4834  5.1695000
     857.0 140688.0   92.5206  5.1747000
     835.0 140838.0   92.5269  5.1785000
     813.0 140992.0   92.5427  5.1830000
     792.0 141142.0   92.5613  5.1878000
     745.0 141477.0   92.6162  5.1970000
     723.0 141629.0   92.6410  5.2012000
     702.0 141777.0   92.6621  5.2055000
     680.0 141928.0   92.6976  5.2099000
     658.0 142079.0   92.7274  5.2136000
     636.0 142234.0   92.7502  5.2176000
     615.0 142388.0   92.7753  5.2219000
     593.0 142541.0   92.7972  5.2262000
     571.0 142698.0   92.8186  5.2307000
     549.0 142851.0   92.8534  5.2353000
     528.0 142999.0   92.8788  5.2390000
     506.0 143150.0   92.9007  5.2432000
     484.0 143305.0   92.9271  5.2476000
     462.0 143456.0   92.9612  5.2518000
     440.0 143610.0   92.9847  5.2558000
     418.0 143760.0   93.0059  5.2603000
     397.0 143913.0   93.0182  5.2648000
     375.0 144066.0   93.0275  5.2700000
     353.0 144218.0   93.0433  5.2752000
     331.0 144370.0   93.0687  5.2800000
     310.0 144525.0   93.0722  5.2845000
     288.0 144676.0   93.0900  5.2900000
     266.0 144822.0   93.1282  5.2943000
     245.0 144976.0   93.1478  5.2980000
     223.0 145129.0   93.1805  5.3022000
     201.0 145289.0   93.2035  5.3063000
     180.0 145449.0   93.2325  5.3105000
     132.0 145782.0   93.3009  5.3195000
     111.0 145932.0   93.3252  5.3234000
      89.0 146086.0   93.3643  5.3273000
      68.0 146240.0   93.3815  5.3313000
      46.0 146396.0   93.4085  5.3358000
      24.0 146548.0   93.4496  5.3403000
       3.0 146645.0   93.5027  5.3446000
       0.0 146666.0   93.5063  5.3451612
    -100.0 147368.3   93.6260  5.3638900
    -200.0 148073.0   93.7457  5.3826603
    -300.0 148780.3   93.8653  5.4014723
    -400.0 149489.9   93.9850  5.4203259
    -500.0 150202.1   94.1047  5.4392212
    -600.0 150916.7   94.2244  5.4581582
    -700.0 151633.8   94.3441  5.4771370
    -800.0 152353.4   94.4637  5.4961576
    -900.0 153075.5   94.5834  5.5152201
   -1000.0 153800.1   94.7031  5.5343244
