   Data from
     Borysow A, 2002, Collision-induced absorption coefficients
       of H2 pairs at temperatures from 60 K to 1000 K,
       Astron. Astrophys. 390, 779-782, doi: 10.1051/0004-6361:20020555
  
   No. temperatures:    7
   No. rows:         1649
   What follows was obtained in August 2011 from the link
     http://www.astro.ku.dk/~aborysow/programs/final_CIA_LT.dat

     CIA spectra of H2-H2 from 60 to 350K, in  cm^{-1}/amagat^{2}
     freq  60K       100K     150K       200K      250K      300K      350K
   (cm^-1) 
 12260.0 3.337E-09 3.866E-09 3.756E-09 3.681E-09 3.712E-09 3.835E-09 4.051E-09
 12270.0 3.327E-09 3.852E-09 3.738E-09 3.668E-09 3.704E-09 3.833E-09 4.054E-09
 12280.0 3.148E-09 3.739E-09 3.660E-09 3.611E-09 3.661E-09 3.799E-09 4.027E-09
 12290.0 2.857E-09 3.548E-09 3.534E-09 3.517E-09 3.587E-09 3.737E-09 3.973E-09
 12300.0 2.533E-09 3.309E-09 3.376E-09 3.397E-09 3.489E-09 3.653E-09 3.895E-09
 12310.0 2.222E-09 3.050E-09 3.200E-09 3.262E-09 3.376E-09 3.553E-09 3.800E-09
 12320.0 1.945E-09 2.792E-09 3.018E-09 3.118E-09 3.254E-09 3.443E-09 3.693E-09
 12330.0 1.704E-09 2.548E-09 2.836E-09 2.973E-09 3.129E-09 3.328E-09 3.580E-09
 12340.0 1.499E-09 2.324E-09 2.661E-09 2.831E-09 3.004E-09 3.211E-09 3.464E-09
 12350.0 1.324E-09 2.121E-09 2.495E-09 2.693E-09 2.882E-09 3.096E-09 3.349E-09
 12360.0 1.176E-09 1.940E-09 2.341E-09 2.563E-09 2.765E-09 2.985E-09 3.238E-09
 12370.0 1.050E-09 1.779E-09 2.199E-09 2.441E-09 2.654E-09 2.879E-09 3.132E-09
 12380.0 9.429E-10 1.637E-09 2.069E-09 2.328E-09 2.551E-09 2.779E-09 3.032E-09
 12390.0 8.517E-10 1.512E-09 1.952E-09 2.224E-09 2.454E-09 2.686E-09 2.939E-09
 12400.0 7.742E-10 1.404E-09 1.846E-09 2.128E-09 2.366E-09 2.600E-09 2.853E-09
 12410.0 7.083E-10 1.309E-09 1.751E-09 2.041E-09 2.284E-09 2.521E-09 2.773E-09
 12420.0 6.528E-10 1.227E-09 1.666E-09 1.962E-09 2.209E-09 2.447E-09 2.699E-09
 12430.0 6.063E-10 1.156E-09 1.592E-09 1.891E-09 2.140E-09 2.379E-09 2.630E-09
 12440.0 5.687E-10 1.097E-09 1.526E-09 1.827E-09 2.078E-09 2.318E-09 2.567E-09
 12450.0 5.405E-10 1.050E-09 1.471E-09 1.772E-09 2.023E-09 2.262E-09 2.509E-09
 12460.0 5.235E-10 1.016E-09 1.428E-09 1.726E-09 1.976E-09 2.212E-09 2.457E-09
 12470.0 5.209E-10 9.991E-10 1.398E-09 1.690E-09 1.936E-09 2.170E-09 2.412E-09
 12480.0 5.383E-10 1.003E-09 1.383E-09 1.666E-09 1.906E-09 2.135E-09 2.373E-09
 12490.0 5.851E-10 1.033E-09 1.387E-09 1.654E-09 1.885E-09 2.107E-09 2.341E-09
 12500.0 6.765E-10 1.096E-09 1.410E-09 1.655E-09 1.872E-09 2.086E-09 2.315E-09
 12510.0 8.371E-10 1.202E-09 1.455E-09 1.668E-09 1.868E-09 2.072E-09 2.295E-09
 12520.0 1.105E-09 1.359E-09 1.521E-09 1.691E-09 1.869E-09 2.062E-09 2.279E-09
 12530.0 1.533E-09 1.573E-09 1.606E-09 1.721E-09 1.875E-09 2.055E-09 2.265E-09
 12540.0 2.177E-09 1.838E-09 1.700E-09 1.754E-09 1.881E-09 2.048E-09 2.253E-09
 12550.0 3.042E-09 2.125E-09 1.790E-09 1.781E-09 1.884E-09 2.040E-09 2.239E-09
 12560.0 3.978E-09 2.377E-09 1.859E-09 1.798E-09 1.881E-09 2.028E-09 2.222E-09
 12570.0 4.675E-09 2.535E-09 1.892E-09 1.798E-09 1.869E-09 2.011E-09 2.201E-09
 12580.0 4.903E-09 2.562E-09 1.881E-09 1.779E-09 1.848E-09 1.988E-09 2.177E-09
 12590.0 4.702E-09 2.471E-09 1.831E-09 1.743E-09 1.818E-09 1.961E-09 2.149E-09
 12600.0 4.247E-09 2.300E-09 1.751E-09 1.694E-09 1.783E-09 1.933E-09 2.121E-09
 12610.0 3.701E-09 2.092E-09 1.655E-09 1.639E-09 1.747E-09 1.904E-09 2.094E-09
 12620.0 3.162E-09 1.877E-09 1.555E-09 1.583E-09 1.713E-09 1.879E-09 2.070E-09
 12630.0 2.679E-09 1.676E-09 1.461E-09 1.534E-09 1.684E-09 1.859E-09 2.050E-09
 12640.0 2.270E-09 1.498E-09 1.380E-09 1.494E-09 1.664E-09 1.847E-09 2.038E-09
 12650.0 1.932E-09 1.349E-09 1.316E-09 1.468E-09 1.656E-09 1.844E-09 2.033E-09
 12660.0 1.658E-09 1.231E-09 1.274E-09 1.460E-09 1.662E-09 1.852E-09 2.036E-09
 12670.0 1.438E-09 1.145E-09 1.257E-09 1.472E-09 1.683E-09 1.872E-09 2.048E-09
 12680.0 1.264E-09 1.091E-09 1.268E-09 1.506E-09 1.721E-09 1.904E-09 2.069E-09
 12690.0 1.131E-09 1.075E-09 1.311E-09 1.564E-09 1.775E-09 1.946E-09 2.096E-09
 12700.0 1.037E-09 1.100E-09 1.388E-09 1.646E-09 1.845E-09 1.998E-09 2.129E-09
 12710.0 9.856E-10 1.173E-09 1.502E-09 1.752E-09 1.928E-09 2.057E-09 2.166E-09
 12720.0 9.836E-10 1.303E-09 1.652E-09 1.876E-09 2.020E-09 2.119E-09 2.204E-09
 12730.0 1.045E-09 1.492E-09 1.831E-09 2.011E-09 2.114E-09 2.180E-09 2.238E-09
 12740.0 1.182E-09 1.732E-09 2.025E-09 2.146E-09 2.202E-09 2.233E-09 2.267E-09
 12750.0 1.388E-09 1.990E-09 2.209E-09 2.265E-09 2.276E-09 2.275E-09 2.286E-09
 12760.0 1.604E-09 2.213E-09 2.356E-09 2.355E-09 2.327E-09 2.300E-09 2.292E-09
 12770.0 1.736E-09 2.350E-09 2.444E-09 2.405E-09 2.350E-09 2.305E-09 2.284E-09
 12780.0 1.750E-09 2.382E-09 2.463E-09 2.408E-09 2.342E-09 2.288E-09 2.261E-09
 12790.0 1.683E-09 2.321E-09 2.416E-09 2.368E-09 2.304E-09 2.251E-09 2.223E-09
 12800.0 1.575E-09 2.195E-09 2.315E-09 2.289E-09 2.239E-09 2.194E-09 2.171E-09
 12810.0 1.441E-09 2.029E-09 2.179E-09 2.182E-09 2.153E-09 2.123E-09 2.108E-09
 12820.0 1.292E-09 1.845E-09 2.022E-09 2.058E-09 2.053E-09 2.040E-09 2.037E-09
 12830.0 1.143E-09 1.658E-09 1.859E-09 1.924E-09 1.945E-09 1.951E-09 1.961E-09
 12840.0 1.008E-09 1.481E-09 1.697E-09 1.790E-09 1.835E-09 1.859E-09 1.883E-09
 12850.0 8.945E-10 1.320E-09 1.545E-09 1.659E-09 1.725E-09 1.768E-09 1.804E-09
 12860.0 8.069E-10 1.179E-09 1.405E-09 1.536E-09 1.621E-09 1.679E-09 1.727E-09
 12870.0 7.480E-10 1.059E-09 1.279E-09 1.423E-09 1.523E-09 1.595E-09 1.654E-09
 12880.0 7.190E-10 9.578E-10 1.169E-09 1.322E-09 1.434E-09 1.516E-09 1.584E-09
 12890.0 7.153E-10 8.732E-10 1.073E-09 1.231E-09 1.352E-09 1.443E-09 1.518E-09
 12900.0 7.191E-10 8.008E-10 9.891E-10 1.151E-09 1.279E-09 1.377E-09 1.457E-09
 12910.0 7.026E-10 7.360E-10 9.166E-10 1.081E-09 1.213E-09 1.315E-09 1.401E-09
 12920.0 6.537E-10 6.760E-10 8.530E-10 1.019E-09 1.153E-09 1.259E-09 1.347E-09
 12930.0 5.855E-10 6.201E-10 7.963E-10 9.622E-10 1.098E-09 1.206E-09 1.297E-09
 12940.0 5.156E-10 5.686E-10 7.447E-10 9.100E-10 1.046E-09 1.156E-09 1.250E-09
 12950.0 4.534E-10 5.213E-10 6.966E-10 8.608E-10 9.971E-10 1.109E-09 1.205E-09
 12960.0 4.008E-10 4.783E-10 6.512E-10 8.136E-10 9.500E-10 1.063E-09 1.162E-09
 12970.0 3.572E-10 4.396E-10 6.084E-10 7.683E-10 9.045E-10 1.019E-09 1.121E-09
 12980.0 3.211E-10 4.051E-10 5.685E-10 7.250E-10 8.608E-10 9.773E-10 1.081E-09
 12990.0 2.911E-10 3.749E-10 5.315E-10 6.840E-10 8.191E-10 9.373E-10 1.044E-09
 13000.0 2.660E-10 3.484E-10 4.976E-10 6.453E-10 7.795E-10 8.994E-10 1.009E-09
 13010.0 2.449E-10 3.253E-10 4.667E-10 6.095E-10 7.426E-10 8.640E-10 9.764E-10
 13020.0 2.275E-10 3.056E-10 4.390E-10 5.766E-10 7.086E-10 8.314E-10 9.463E-10
 13030.0 2.135E-10 2.893E-10 4.146E-10 5.470E-10 6.777E-10 8.018E-10 9.188E-10
 13040.0 2.031E-10 2.767E-10 3.937E-10 5.209E-10 6.502E-10 7.752E-10 8.938E-10
 13050.0 1.970E-10 2.683E-10 3.765E-10 4.983E-10 6.260E-10 7.514E-10 8.713E-10
 13060.0 1.964E-10 2.647E-10 3.631E-10 4.792E-10 6.048E-10 7.302E-10 8.508E-10
 13070.0 2.032E-10 2.662E-10 3.533E-10 4.630E-10 5.862E-10 7.110E-10 8.317E-10
 13080.0 2.193E-10 2.727E-10 3.463E-10 4.492E-10 5.694E-10 6.931E-10 8.135E-10
 13090.0 2.442E-10 2.823E-10 3.409E-10 4.367E-10 5.536E-10 6.758E-10 7.954E-10
 13100.0 2.718E-10 2.914E-10 3.354E-10 4.242E-10 5.377E-10 6.582E-10 7.770E-10
 13110.0 2.908E-10 2.952E-10 3.277E-10 4.107E-10 5.211E-10 6.399E-10 7.577E-10
 13120.0 2.926E-10 2.907E-10 3.169E-10 3.956E-10 5.032E-10 6.204E-10 7.373E-10
 13130.0 2.766E-10 2.775E-10 3.026E-10 3.787E-10 4.840E-10 5.996E-10 7.156E-10
 13140.0 2.496E-10 2.583E-10 2.860E-10 3.606E-10 4.639E-10 5.779E-10 6.929E-10
 13150.0 2.202E-10 2.366E-10 2.682E-10 3.420E-10 4.433E-10 5.556E-10 6.695E-10
 13160.0 1.937E-10 2.153E-10 2.506E-10 3.236E-10 4.229E-10 5.332E-10 6.456E-10
 13170.0 1.714E-10 1.959E-10 2.340E-10 3.061E-10 4.029E-10 5.110E-10 6.217E-10
 13180.0 1.531E-10 1.790E-10 2.190E-10 2.897E-10 3.839E-10 4.893E-10 5.980E-10
 13190.0 1.382E-10 1.646E-10 2.056E-10 2.748E-10 3.660E-10 4.684E-10 5.748E-10
 13200.0 1.259E-10 1.524E-10 1.940E-10 2.613E-10 3.493E-10 4.485E-10 5.522E-10
 13210.0 1.157E-10 1.422E-10 1.841E-10 2.494E-10 3.340E-10 4.296E-10 5.305E-10
 13220.0 1.071E-10 1.338E-10 1.760E-10 2.390E-10 3.201E-10 4.121E-10 5.098E-10
 13230.0 9.985E-11 1.271E-10 1.696E-10 2.304E-10 3.078E-10 3.959E-10 4.902E-10
 13240.0 9.378E-11 1.222E-10 1.650E-10 2.234E-10 2.970E-10 3.810E-10 4.718E-10
 13250.0 8.878E-11 1.191E-10 1.624E-10 2.183E-10 2.878E-10 3.676E-10 4.546E-10
 13260.0 8.490E-11 1.180E-10 1.619E-10 2.149E-10 2.802E-10 3.555E-10 4.386E-10
 13270.0 8.227E-11 1.193E-10 1.634E-10 2.132E-10 2.739E-10 3.446E-10 4.236E-10
 13280.0 8.119E-11 1.231E-10 1.668E-10 2.128E-10 2.686E-10 3.346E-10 4.096E-10
 13290.0 8.199E-11 1.293E-10 1.715E-10 2.131E-10 2.640E-10 3.252E-10 3.962E-10
 13300.0 8.465E-11 1.367E-10 1.763E-10 2.133E-10 2.593E-10 3.161E-10 3.832E-10
 13310.0 8.797E-11 1.433E-10 1.796E-10 2.123E-10 2.540E-10 3.067E-10 3.704E-10
 13320.0 8.930E-11 1.459E-10 1.798E-10 2.093E-10 2.476E-10 2.969E-10 3.574E-10
 13330.0 8.674E-11 1.431E-10 1.760E-10 2.038E-10 2.397E-10 2.864E-10 3.443E-10
 13340.0 8.113E-11 1.354E-10 1.685E-10 1.959E-10 2.304E-10 2.752E-10 3.310E-10
 13350.0 7.453E-11 1.251E-10 1.586E-10 1.862E-10 2.201E-10 2.635E-10 3.177E-10
 13360.0 6.831E-11 1.141E-10 1.476E-10 1.757E-10 2.092E-10 2.516E-10 3.043E-10
 13370.0 6.290E-11 1.039E-10 1.366E-10 1.649E-10 1.982E-10 2.398E-10 2.913E-10
 13380.0 5.831E-11 9.478E-11 1.262E-10 1.546E-10 1.876E-10 2.283E-10 2.786E-10
 13390.0 5.443E-11 8.690E-11 1.169E-10 1.450E-10 1.776E-10 2.175E-10 2.666E-10
 13400.0 5.111E-11 8.013E-11 1.086E-10 1.362E-10 1.683E-10 2.073E-10 2.552E-10
 13410.0 4.822E-11 7.433E-11 1.013E-10 1.284E-10 1.599E-10 1.980E-10 2.445E-10
 13420.0 4.568E-11 6.933E-11 9.501E-11 1.215E-10 1.524E-10 1.894E-10 2.347E-10
 13430.0 4.342E-11 6.500E-11 8.954E-11 1.155E-10 1.456E-10 1.817E-10 2.256E-10
 13440.0 4.139E-11 6.123E-11 8.481E-11 1.103E-10 1.397E-10 1.746E-10 2.172E-10
 13450.0 3.955E-11 5.794E-11 8.076E-11 1.058E-10 1.345E-10 1.683E-10 2.095E-10
 13460.0 3.787E-11 5.507E-11 7.730E-11 1.019E-10 1.299E-10 1.626E-10 2.025E-10
 13470.0 3.633E-11 5.256E-11 7.436E-11 9.852E-11 1.258E-10 1.574E-10 1.959E-10
 13480.0 3.490E-11 5.036E-11 7.183E-11 9.557E-11 1.220E-10 1.526E-10 1.897E-10
 13490.0 3.358E-11 4.840E-11 6.958E-11 9.286E-11 1.185E-10 1.480E-10 1.838E-10
 13500.0 3.235E-11 4.659E-11 6.743E-11 9.021E-11 1.151E-10 1.435E-10 1.781E-10
 13510.0 3.119E-11 4.485E-11 6.523E-11 8.745E-11 1.116E-10 1.391E-10 1.724E-10
 13520.0 3.010E-11 4.311E-11 6.288E-11 8.449E-11 1.079E-10 1.345E-10 1.668E-10
 13530.0 2.905E-11 4.137E-11 6.037E-11 8.130E-11 1.040E-10 1.299E-10 1.612E-10
 13540.0 2.806E-11 3.963E-11 5.773E-11 7.794E-11 1.000E-10 1.251E-10 1.556E-10
 13550.0 2.712E-11 3.795E-11 5.506E-11 7.450E-11 9.596E-11 1.204E-10 1.501E-10
 13560.0 2.623E-11 3.635E-11 5.245E-11 7.110E-11 9.196E-11 1.158E-10 1.448E-10
 13570.0 2.539E-11 3.485E-11 4.998E-11 6.784E-11 8.811E-11 1.114E-10 1.396E-10
 13580.0 2.459E-11 3.345E-11 4.768E-11 6.478E-11 8.449E-11 1.073E-10 1.348E-10
 13590.0 2.382E-11 3.216E-11 4.556E-11 6.197E-11 8.115E-11 1.034E-10 1.303E-10
 13600.0 2.310E-11 3.096E-11 4.362E-11 5.941E-11 7.812E-11 9.990E-11 1.261E-10
 13610.0 2.240E-11 2.983E-11 4.185E-11 5.710E-11 7.539E-11 9.673E-11 1.223E-10
 13620.0 2.174E-11 2.878E-11 4.024E-11 5.504E-11 7.297E-11 9.388E-11 1.188E-10
 13630.0 2.111E-11 2.780E-11 3.877E-11 5.319E-11 7.081E-11 9.132E-11 1.157E-10
 13640.0 2.050E-11 2.687E-11 3.742E-11 5.153E-11 6.887E-11 8.899E-11 1.128E-10
 13650.0 1.992E-11 2.600E-11 3.617E-11 5.001E-11 6.708E-11 8.683E-11 1.100E-10
 13660.0 1.937E-11 2.517E-11 3.501E-11 4.858E-11 6.539E-11 8.476E-11 1.073E-10
 13670.0 1.883E-11 2.439E-11 3.390E-11 4.720E-11 6.374E-11 8.273E-11 1.047E-10
 13680.0 1.832E-11 2.364E-11 3.284E-11 4.586E-11 6.209E-11 8.066E-11 1.021E-10
 13690.0 1.783E-11 2.293E-11 3.182E-11 4.452E-11 6.040E-11 7.854E-11 9.937E-11
 13700.0 1.736E-11 2.224E-11 3.083E-11 4.318E-11 5.866E-11 7.632E-11 9.657E-11
 13710.0 1.690E-11 2.159E-11 2.987E-11 4.182E-11 5.684E-11 7.401E-11 9.367E-11
 13720.0 1.646E-11 2.097E-11 2.892E-11 4.043E-11 5.495E-11 7.160E-11 9.067E-11
 13730.0 1.604E-11 2.036E-11 2.798E-11 3.902E-11 5.301E-11 6.911E-11 8.761E-11
 13740.0 1.563E-11 1.978E-11 2.707E-11 3.761E-11 5.105E-11 6.659E-11 8.451E-11
 13750.0 1.524E-11 1.923E-11 2.618E-11 3.622E-11 4.910E-11 6.408E-11 8.143E-11
 13760.0 1.486E-11 1.870E-11 2.533E-11 3.488E-11 4.719E-11 6.162E-11 7.840E-11
 13770.0 1.449E-11 1.819E-11 2.453E-11 3.361E-11 4.537E-11 5.925E-11 7.548E-11
 13780.0 1.414E-11 1.770E-11 2.376E-11 3.240E-11 4.364E-11 5.700E-11 7.269E-11
 13790.0 1.380E-11 1.722E-11 2.304E-11 3.127E-11 4.202E-11 5.488E-11 7.004E-11
 13800.0 1.347E-11 1.677E-11 2.235E-11 3.021E-11 4.051E-11 5.289E-11 6.756E-11
 13810.0 1.315E-11 1.634E-11 2.169E-11 2.922E-11 3.910E-11 5.104E-11 6.524E-11
 13820.0 1.284E-11 1.592E-11 2.107E-11 2.829E-11 3.779E-11 4.933E-11 6.307E-11
 13830.0 1.254E-11 1.551E-11 2.048E-11 2.742E-11 3.658E-11 4.773E-11 6.104E-11
 13840.0 1.225E-11 1.512E-11 1.992E-11 2.660E-11 3.544E-11 4.624E-11 5.914E-11
 13850.0 1.197E-11 1.475E-11 1.938E-11 2.583E-11 3.438E-11 4.484E-11 5.735E-11
 13860.0 1.170E-11 1.439E-11 1.887E-11 2.509E-11 3.337E-11 4.350E-11 5.564E-11
 13870.0 1.143E-11 1.404E-11 1.837E-11 2.439E-11 3.240E-11 4.223E-11 5.399E-11
 13880.0 1.118E-11 1.370E-11 1.789E-11 2.372E-11 3.147E-11 4.099E-11 5.239E-11
 13890.0 1.093E-11 1.337E-11 1.743E-11 2.306E-11 3.055E-11 3.977E-11 5.083E-11
 13900.0 1.069E-11 1.306E-11 1.699E-11 2.242E-11 2.965E-11 3.857E-11 4.928E-11
 13910.0 1.046E-11 1.275E-11 1.656E-11 2.180E-11 2.877E-11 3.739E-11 4.776E-11
 13920.0 1.023E-11 1.245E-11 1.614E-11 2.119E-11 2.791E-11 3.623E-11 4.627E-11
 13930.0 1.001E-11 1.217E-11 1.574E-11 2.061E-11 2.707E-11 3.510E-11 4.482E-11
 13940.0 9.801E-12 1.189E-11 1.535E-11 2.004E-11 2.627E-11 3.401E-11 4.341E-11
 13950.0 9.594E-12 1.162E-11 1.498E-11 1.950E-11 2.549E-11 3.296E-11 4.206E-11
 13960.0 9.393E-12 1.136E-11 1.462E-11 1.898E-11 2.475E-11 3.196E-11 4.077E-11
 13970.0 9.197E-12 1.111E-11 1.427E-11 1.848E-11 2.405E-11 3.101E-11 3.954E-11
 13980.0 9.007E-12 1.086E-11 1.393E-11 1.801E-11 2.338E-11 3.012E-11 3.839E-11
 13990.0 8.822E-12 1.063E-11 1.360E-11 1.755E-11 2.274E-11 2.927E-11 3.731E-11
 14000.0 8.642E-12 1.040E-11 1.329E-11 1.711E-11 2.214E-11 2.848E-11 3.629E-11
 14010.0 8.467E-12 1.017E-11 1.299E-11 1.669E-11 2.157E-11 2.773E-11 3.533E-11
 14020.0 8.297E-12 9.955E-12 1.269E-11 1.629E-11 2.103E-11 2.702E-11 3.442E-11
 14030.0 8.132E-12 9.744E-12 1.241E-11 1.590E-11 2.051E-11 2.634E-11 3.355E-11
 14040.0 7.970E-12 9.539E-12 1.213E-11 1.553E-11 2.000E-11 2.568E-11 3.271E-11
 14050.0 7.813E-12 9.339E-12 1.186E-11 1.517E-11 1.952E-11 2.505E-11 3.188E-11
 14060.0 7.660E-12 9.146E-12 1.160E-11 1.481E-11 1.904E-11 2.442E-11 3.107E-11
 14070.0 7.511E-12 8.958E-12 1.135E-11 1.447E-11 1.858E-11 2.380E-11 3.026E-11
 14080.0 7.366E-12 8.775E-12 1.111E-11 1.414E-11 1.812E-11 2.318E-11 2.944E-11
 14090.0 7.224E-12 8.596E-12 1.087E-11 1.382E-11 1.767E-11 2.257E-11 2.864E-11
 14100.0 7.086E-12 8.423E-12 1.064E-11 1.350E-11 1.724E-11 2.197E-11 2.784E-11
 14110.0 6.952E-12 8.255E-12 1.041E-11 1.320E-11 1.681E-11 2.139E-11 2.706E-11
 14120.0 6.821E-12 8.090E-12 1.020E-11 1.290E-11 1.640E-11 2.082E-11 2.630E-11
 14130.0 6.693E-12 7.931E-12 9.986E-12 1.262E-11 1.600E-11 2.027E-11 2.556E-11
 14140.0 6.568E-12 7.775E-12 9.780E-12 1.234E-11 1.562E-11 1.974E-11 2.485E-11
 14150.0 6.446E-12 7.623E-12 9.580E-12 1.207E-11 1.525E-11 1.924E-11 2.417E-11
 14160.0 6.327E-12 7.476E-12 9.386E-12 1.181E-11 1.489E-11 1.875E-11 2.351E-11
 14170.0 6.211E-12 7.332E-12 9.196E-12 1.156E-11 1.455E-11 1.828E-11 2.289E-11
 14180.0 6.098E-12 7.191E-12 9.012E-12 1.131E-11 1.422E-11 1.783E-11 2.229E-11
 14190.0 5.987E-12 7.055E-12 8.833E-12 1.107E-11 1.390E-11 1.740E-11 2.172E-11
 14200.0 5.879E-12 6.921E-12 8.659E-12 1.084E-11 1.359E-11 1.699E-11 2.117E-11
 14210.0 5.774E-12 6.791E-12 8.489E-12 1.062E-11 1.329E-11 1.659E-11 2.064E-11
 14220.0 5.671E-12 6.665E-12 8.324E-12 1.040E-11 1.300E-11 1.620E-11 2.013E-11
 14230.0 5.570E-12 6.541E-12 8.163E-12 1.019E-11 1.272E-11 1.583E-11 1.964E-11
 14240.0 5.472E-12 6.420E-12 8.006E-12 9.985E-12 1.245E-11 1.546E-11 1.916E-11
 14250.0 5.376E-12 6.302E-12 7.853E-12 9.785E-12 1.218E-11 1.511E-11 1.870E-11
 14260.0 5.282E-12 6.187E-12 7.704E-12 9.591E-12 1.192E-11 1.477E-11 1.825E-11
 14270.0 5.190E-12 6.075E-12 7.558E-12 9.401E-12 1.167E-11 1.444E-11 1.782E-11
 14280.0 5.100E-12 5.965E-12 7.417E-12 9.217E-12 1.143E-11 1.413E-11 1.740E-11
 14290.0 5.013E-12 5.858E-12 7.278E-12 9.038E-12 1.120E-11 1.382E-11 1.700E-11
 14300.0 4.927E-12 5.754E-12 7.143E-12 8.863E-12 1.097E-11 1.352E-11 1.660E-11
 14310.0 4.843E-12 5.652E-12 7.012E-12 8.693E-12 1.075E-11 1.323E-11 1.623E-11
 14320.0 4.761E-12 5.552E-12 6.883E-12 8.527E-12 1.053E-11 1.294E-11 1.586E-11
 14330.0 4.680E-12 5.454E-12 6.758E-12 8.365E-12 1.032E-11 1.267E-11 1.551E-11
 14340.0 4.602E-12 5.359E-12 6.636E-12 8.208E-12 1.012E-11 1.241E-11 1.517E-11
 14350.0 4.525E-12 5.266E-12 6.516E-12 8.054E-12 9.919E-12 1.215E-11 1.483E-11
 14360.0 4.449E-12 5.175E-12 6.400E-12 7.904E-12 9.726E-12 1.190E-11 1.451E-11
 14370.0 4.376E-12 5.086E-12 6.286E-12 7.758E-12 9.538E-12 1.166E-11 1.420E-11
 14380.0 4.303E-12 4.999E-12 6.174E-12 7.616E-12 9.354E-12 1.142E-11 1.390E-11
 14390.0 4.233E-12 4.913E-12 6.066E-12 7.476E-12 9.176E-12 1.119E-11 1.361E-11
 14400.0 4.164E-12 4.830E-12 5.959E-12 7.341E-12 9.002E-12 1.097E-11 1.332E-11
 14410.0 4.096E-12 4.749E-12 5.856E-12 7.208E-12 8.833E-12 1.076E-11 1.304E-11
 14420.0 4.029E-12 4.669E-12 5.754E-12 7.079E-12 8.668E-12 1.054E-11 1.277E-11
 14430.0 3.964E-12 4.591E-12 5.655E-12 6.953E-12 8.507E-12 1.034E-11 1.251E-11
 14440.0 3.901E-12 4.514E-12 5.558E-12 6.829E-12 8.349E-12 1.014E-11 1.226E-11
 14450.0 3.838E-12 4.440E-12 5.463E-12 6.709E-12 8.196E-12 9.944E-12 1.201E-11
 14460.0 3.777E-12 4.367E-12 5.370E-12 6.591E-12 8.047E-12 9.754E-12 1.177E-11
 14470.0 3.717E-12 4.295E-12 5.279E-12 6.476E-12 7.901E-12 9.570E-12 1.153E-11
 14480.0 3.659E-12 4.225E-12 5.191E-12 6.364E-12 7.759E-12 9.390E-12 1.131E-11
 14490.0 3.601E-12 4.156E-12 5.104E-12 6.254E-12 7.620E-12 9.214E-12 1.108E-11
 14500.0 3.545E-12 4.089E-12 5.019E-12 6.146E-12 7.484E-12 9.043E-12 1.087E-11
 14510.0 3.489E-12 4.023E-12 4.936E-12 6.041E-12 7.351E-12 8.876E-12 1.066E-11
 14520.0 3.435E-12 3.958E-12 4.854E-12 5.939E-12 7.222E-12 8.714E-12 1.045E-11
 14530.0 3.382E-12 3.895E-12 4.775E-12 5.838E-12 7.096E-12 8.555E-12 1.026E-11
 14540.0 3.330E-12 3.833E-12 4.697E-12 5.740E-12 6.972E-12 8.401E-12 1.006E-11
 14550.0 3.279E-12 3.773E-12 4.620E-12 5.644E-12 6.852E-12 8.250E-12 9.874E-12
 14560.0 3.228E-12 3.713E-12 4.545E-12 5.550E-12 6.734E-12 8.102E-12 9.690E-12
 14570.0 3.179E-12 3.655E-12 4.472E-12 5.458E-12 6.618E-12 7.959E-12 9.511E-12
 14580.0 3.131E-12 3.598E-12 4.400E-12 5.368E-12 6.506E-12 7.818E-12 9.336E-12
 14590.0 3.083E-12 3.542E-12 4.330E-12 5.280E-12 6.396E-12 7.681E-12 9.166E-12
 14600.0 3.037E-12 3.487E-12 4.261E-12 5.194E-12 6.288E-12 7.547E-12 8.999E-12
 14610.0 2.991E-12 3.433E-12 4.194E-12 5.109E-12 6.182E-12 7.416E-12 8.837E-12
 14620.0 2.947E-12 3.380E-12 4.128E-12 5.026E-12 6.079E-12 7.288E-12 8.679E-12
 14630.0 2.903E-12 3.328E-12 4.063E-12 4.945E-12 5.978E-12 7.163E-12 8.525E-12
 14640.0 2.860E-12 3.277E-12 3.999E-12 4.866E-12 5.880E-12 7.041E-12 8.374E-12
 14650.0 2.817E-12 3.228E-12 3.937E-12 4.789E-12 5.783E-12 6.922E-12 8.227E-12
 14660.0 2.776E-12 3.179E-12 3.876E-12 4.712E-12 5.689E-12 6.805E-12 8.083E-12
 14670.0 2.735E-12 3.131E-12 3.816E-12 4.638E-12 5.596E-12 6.691E-12 7.943E-12
 14680.0 2.695E-12 3.084E-12 3.758E-12 4.565E-12 5.506E-12 6.579E-12 7.806E-12
 14690.0 2.656E-12 3.038E-12 3.700E-12 4.493E-12 5.417E-12 6.470E-12 7.672E-12
 14700.0 2.617E-12 2.992E-12 3.644E-12 4.423E-12 5.330E-12 6.363E-12 7.541E-12
 14710.0 2.579E-12 2.948E-12 3.589E-12 4.355E-12 5.245E-12 6.259E-12 7.413E-12
 14720.0 2.542E-12 2.904E-12 3.534E-12 4.287E-12 5.162E-12 6.156E-12 7.288E-12
 14730.0 2.505E-12 2.861E-12 3.481E-12 4.221E-12 5.080E-12 6.056E-12 7.166E-12
 14740.0 2.469E-12 2.819E-12 3.429E-12 4.156E-12 5.000E-12 5.958E-12 7.046E-12
 14750.0 2.434E-12 2.778E-12 3.378E-12 4.093E-12 4.922E-12 5.862E-12 6.929E-12
