   Data from
     Borysow A, 2002, Collision-induced absorption coefficients
       of H2 pairs at temperatures from 60 K to 1000 K,
       Astron. Astrophys. 390, 779-782, doi: 10.1051/0004-6361:20020555
  
   No. temperatures:    7
   No. rows:         1649
   What follows was obtained in August 2011 from the link
     http://www.astro.ku.dk/~aborysow/programs/final_CIA_LT.dat

     CIA spectra of H2-H2 from 60 to 350K, in  cm^{-1}/amagat^{2}
     freq  60K       100K     150K       200K      250K      300K      350K
   (cm^-1) 
  4760.0 1.741E-06 2.517E-06 2.687E-06 2.671E-06 2.626E-06 2.590E-06 2.575E-06
  4770.0 1.571E-06 2.335E-06 2.553E-06 2.574E-06 2.552E-06 2.531E-06 2.526E-06
  4780.0 1.382E-06 2.122E-06 2.387E-06 2.451E-06 2.458E-06 2.457E-06 2.463E-06
  4790.0 1.202E-06 1.901E-06 2.206E-06 2.311E-06 2.350E-06 2.370E-06 2.391E-06
  4800.0 1.043E-06 1.690E-06 2.021E-06 2.164E-06 2.233E-06 2.275E-06 2.312E-06
  4810.0 9.106E-07 1.498E-06 1.842E-06 2.015E-06 2.112E-06 2.176E-06 2.229E-06
  4820.0 8.032E-07 1.329E-06 1.675E-06 1.871E-06 1.992E-06 2.076E-06 2.144E-06
  4830.0 7.182E-07 1.181E-06 1.522E-06 1.735E-06 1.876E-06 1.977E-06 2.059E-06
  4840.0 6.511E-07 1.054E-06 1.384E-06 1.608E-06 1.766E-06 1.882E-06 1.976E-06
  4850.0 5.956E-07 9.445E-07 1.262E-06 1.493E-06 1.663E-06 1.791E-06 1.896E-06
  4860.0 5.446E-07 8.496E-07 1.155E-06 1.390E-06 1.568E-06 1.707E-06 1.820E-06
  4870.0 4.944E-07 7.672E-07 1.061E-06 1.297E-06 1.482E-06 1.628E-06 1.748E-06
  4880.0 4.451E-07 6.952E-07 9.781E-07 1.214E-06 1.403E-06 1.555E-06 1.681E-06
  4890.0 3.993E-07 6.326E-07 9.061E-07 1.141E-06 1.332E-06 1.487E-06 1.618E-06
  4900.0 3.583E-07 5.779E-07 8.429E-07 1.075E-06 1.267E-06 1.425E-06 1.560E-06
  4910.0 3.225E-07 5.300E-07 7.871E-07 1.016E-06 1.208E-06 1.368E-06 1.505E-06
  4920.0 2.914E-07 4.877E-07 7.373E-07 9.630E-07 1.154E-06 1.315E-06 1.453E-06
  4930.0 2.644E-07 4.501E-07 6.925E-07 9.144E-07 1.104E-06 1.265E-06 1.405E-06
  4940.0 2.408E-07 4.163E-07 6.513E-07 8.689E-07 1.057E-06 1.218E-06 1.359E-06
  4950.0 2.201E-07 3.858E-07 6.127E-07 8.256E-07 1.011E-06 1.172E-06 1.314E-06
  4960.0 2.019E-07 3.581E-07 5.764E-07 7.838E-07 9.667E-07 1.127E-06 1.271E-06
  4970.0 1.858E-07 3.328E-07 5.417E-07 7.432E-07 9.236E-07 1.084E-06 1.229E-06
  4980.0 1.716E-07 3.095E-07 5.086E-07 7.039E-07 8.815E-07 1.042E-06 1.188E-06
  4990.0 1.589E-07 2.880E-07 4.767E-07 6.655E-07 8.406E-07 1.001E-06 1.148E-06
  5000.0 1.478E-07 2.682E-07 4.461E-07 6.282E-07 8.006E-07 9.607E-07 1.110E-06
  5010.0 1.383E-07 2.503E-07 4.172E-07 5.923E-07 7.620E-07 9.221E-07 1.072E-06
  5020.0 1.305E-07 2.345E-07 3.903E-07 5.583E-07 7.251E-07 8.853E-07 1.037E-06
  5030.0 1.247E-07 2.210E-07 3.656E-07 5.264E-07 6.904E-07 8.505E-07 1.003E-06
  5040.0 1.212E-07 2.098E-07 3.432E-07 4.969E-07 6.580E-07 8.178E-07 9.718E-07
  5050.0 1.202E-07 2.006E-07 3.229E-07 4.698E-07 6.280E-07 7.875E-07 9.423E-07
  5060.0 1.211E-07 1.927E-07 3.045E-07 4.449E-07 6.003E-07 7.594E-07 9.149E-07
  5070.0 1.224E-07 1.854E-07 2.877E-07 4.221E-07 5.749E-07 7.334E-07 8.895E-07
  5080.0 1.220E-07 1.778E-07 2.719E-07 4.011E-07 5.515E-07 7.094E-07 8.658E-07
  5090.0 1.182E-07 1.691E-07 2.569E-07 3.817E-07 5.298E-07 6.871E-07 8.436E-07
  5100.0 1.112E-07 1.593E-07 2.424E-07 3.634E-07 5.097E-07 6.662E-07 8.227E-07
  5110.0 1.020E-07 1.487E-07 2.283E-07 3.462E-07 4.907E-07 6.465E-07 8.029E-07
  5120.0 9.234E-08 1.379E-07 2.148E-07 3.300E-07 4.729E-07 6.280E-07 7.840E-07
  5130.0 8.322E-08 1.274E-07 2.019E-07 3.146E-07 4.559E-07 6.101E-07 7.656E-07
  5140.0 7.512E-08 1.176E-07 1.897E-07 2.999E-07 4.393E-07 5.923E-07 7.470E-07
  5150.0 6.810E-08 1.086E-07 1.783E-07 2.859E-07 4.232E-07 5.745E-07 7.280E-07
  5160.0 6.204E-08 1.005E-07 1.678E-07 2.726E-07 4.073E-07 5.565E-07 7.084E-07
  5170.0 5.680E-08 9.328E-08 1.581E-07 2.600E-07 3.918E-07 5.384E-07 6.882E-07
  5180.0 5.224E-08 8.681E-08 1.492E-07 2.479E-07 3.764E-07 5.200E-07 6.674E-07
  5190.0 4.824E-08 8.103E-08 1.410E-07 2.363E-07 3.611E-07 5.014E-07 6.460E-07
  5200.0 4.471E-08 7.589E-08 1.334E-07 2.252E-07 3.459E-07 4.825E-07 6.240E-07
  5210.0 4.159E-08 7.135E-08 1.265E-07 2.144E-07 3.308E-07 4.634E-07 6.016E-07
  5220.0 3.882E-08 6.739E-08 1.201E-07 2.040E-07 3.158E-07 4.440E-07 5.786E-07
  5230.0 3.639E-08 6.403E-08 1.143E-07 1.940E-07 3.009E-07 4.245E-07 5.553E-07
  5240.0 3.428E-08 6.131E-08 1.093E-07 1.846E-07 2.863E-07 4.052E-07 5.319E-07
  5250.0 3.253E-08 5.925E-08 1.049E-07 1.757E-07 2.723E-07 3.862E-07 5.087E-07
  5260.0 3.101E-08 5.789E-08 1.011E-07 1.676E-07 2.588E-07 3.676E-07 4.858E-07
  5270.0 3.011E-08 5.718E-08 9.795E-08 1.599E-07 2.459E-07 3.497E-07 4.635E-07
  5280.0 2.964E-08 5.691E-08 9.514E-08 1.528E-07 2.336E-07 3.324E-07 4.419E-07
  5290.0 2.945E-08 5.671E-08 9.242E-08 1.460E-07 2.219E-07 3.159E-07 4.211E-07
  5300.0 2.913E-08 5.608E-08 8.948E-08 1.393E-07 2.107E-07 3.000E-07 4.010E-07
  5310.0 2.829E-08 5.467E-08 8.615E-08 1.327E-07 1.999E-07 2.848E-07 3.819E-07
  5320.0 2.678E-08 5.228E-08 8.230E-08 1.261E-07 1.895E-07 2.704E-07 3.635E-07
  5330.0 2.487E-08 4.913E-08 7.797E-08 1.194E-07 1.794E-07 2.565E-07 3.459E-07
  5340.0 2.287E-08 4.559E-08 7.335E-08 1.128E-07 1.697E-07 2.432E-07 3.292E-07
  5350.0 2.098E-08 4.201E-08 6.867E-08 1.063E-07 1.604E-07 2.306E-07 3.132E-07
  5360.0 1.929E-08 3.861E-08 6.409E-08 9.992E-08 1.516E-07 2.186E-07 2.981E-07
  5370.0 1.779E-08 3.548E-08 5.974E-08 9.393E-08 1.432E-07 2.073E-07 2.837E-07
  5380.0 1.647E-08 3.267E-08 5.569E-08 8.830E-08 1.353E-07 1.966E-07 2.701E-07
  5390.0 1.530E-08 3.016E-08 5.195E-08 8.304E-08 1.278E-07 1.865E-07 2.573E-07
  5400.0 1.426E-08 2.792E-08 4.854E-08 7.816E-08 1.209E-07 1.771E-07 2.451E-07
  5410.0 1.332E-08 2.592E-08 4.542E-08 7.365E-08 1.144E-07 1.682E-07 2.336E-07
  5420.0 1.247E-08 2.413E-08 4.259E-08 6.949E-08 1.084E-07 1.598E-07 2.227E-07
  5430.0 1.170E-08 2.252E-08 4.002E-08 6.566E-08 1.028E-07 1.520E-07 2.124E-07
  5440.0 1.099E-08 2.108E-08 3.770E-08 6.215E-08 9.753E-08 1.446E-07 2.027E-07
  5450.0 1.034E-08 1.977E-08 3.559E-08 5.892E-08 9.266E-08 1.376E-07 1.935E-07
  5460.0 9.744E-09 1.841E-08 3.368E-08 5.596E-08 8.809E-08 1.311E-07 1.847E-07
  5470.0 9.189E-09 1.735E-08 3.196E-08 5.324E-08 8.388E-08 1.249E-07 1.764E-07
  5480.0 8.673E-09 1.639E-08 3.039E-08 5.073E-08 7.995E-08 1.192E-07 1.686E-07
  5490.0 8.193E-09 1.552E-08 2.895E-08 4.840E-08 7.626E-08 1.137E-07 1.612E-07
  5500.0 7.746E-09 1.471E-08 2.762E-08 4.622E-08 7.278E-08 1.086E-07 1.541E-07
  5510.0 7.328E-09 1.396E-08 2.635E-08 4.414E-08 6.946E-08 1.037E-07 1.474E-07
  5520.0 6.935E-09 1.325E-08 2.513E-08 4.214E-08 6.631E-08 9.904E-08 1.410E-07
  5530.0 6.565E-09 1.256E-08 2.393E-08 4.019E-08 6.327E-08 9.459E-08 1.349E-07
  5540.0 6.216E-09 1.189E-08 2.275E-08 3.829E-08 6.035E-08 9.034E-08 1.291E-07
  5550.0 5.886E-09 1.124E-08 2.157E-08 3.642E-08 5.752E-08 8.626E-08 1.235E-07
  5560.0 5.575E-09 1.062E-08 2.017E-08 3.460E-08 5.479E-08 8.235E-08 1.182E-07
  5570.0 5.282E-09 1.002E-08 1.907E-08 3.283E-08 5.216E-08 7.861E-08 1.131E-07
  5580.0 5.006E-09 9.466E-09 1.802E-08 3.114E-08 4.964E-08 7.503E-08 1.082E-07
  5590.0 4.745E-09 8.942E-09 1.702E-08 2.953E-08 4.724E-08 7.163E-08 1.036E-07
  5600.0 3.843E-09 8.452E-09 1.609E-08 2.800E-08 4.497E-08 6.840E-08 9.919E-08
  5610.0 3.647E-09 7.995E-09 1.521E-08 2.657E-08 4.283E-08 6.531E-08 9.499E-08
  5620.0 3.463E-09 7.568E-09 1.434E-08 2.523E-08 4.081E-08 6.241E-08 9.100E-08
  5630.0 3.288E-09 7.168E-09 1.359E-08 2.397E-08 3.892E-08 5.968E-08 8.720E-08
  5640.0 3.123E-09 6.793E-09 1.289E-08 2.281E-08 3.715E-08 5.710E-08 8.358E-08
  5650.0 2.967E-09 6.442E-09 1.223E-08 2.171E-08 3.549E-08 5.466E-08 8.015E-08
  5660.0 2.819E-09 6.112E-09 1.162E-08 2.042E-08 3.395E-08 5.237E-08 7.689E-08
  5670.0 2.679E-09 5.802E-09 1.106E-08 1.950E-08 3.250E-08 5.021E-08 7.379E-08
  5680.0 2.547E-09 5.510E-09 1.053E-08 1.864E-08 3.114E-08 4.817E-08 7.084E-08
  5690.0 2.421E-09 5.235E-09 1.004E-08 1.784E-08 2.986E-08 4.623E-08 6.803E-08
  5700.0 2.302E-09 4.975E-09 9.570E-09 1.707E-08 2.865E-08 4.439E-08 6.535E-08
  5710.0 2.189E-09 4.730E-09 9.131E-09 1.636E-08 2.750E-08 4.264E-08 6.276E-08
  5720.0 2.083E-09 4.498E-09 8.711E-09 1.563E-08 2.639E-08 4.095E-08 6.029E-08
  5730.0 1.981E-09 4.279E-09 8.313E-09 1.497E-08 2.532E-08 3.931E-08 5.791E-08
  5740.0 1.885E-09 4.071E-09 7.931E-09 1.433E-08 2.428E-08 3.773E-08 5.560E-08
  5750.0 1.794E-09 3.873E-09 7.561E-09 1.370E-08 2.326E-08 3.618E-08 5.337E-08
  5760.0 1.707E-09 3.685E-09 7.207E-09 1.309E-08 2.226E-08 3.468E-08 5.121E-08
  5770.0 1.625E-09 3.506E-09 6.864E-09 1.249E-08 2.129E-08 3.322E-08 4.911E-08
  5780.0 1.547E-09 3.336E-09 6.534E-09 1.190E-08 2.033E-08 3.179E-08 4.708E-08
  5790.0 1.472E-09 3.175E-09 6.217E-09 1.134E-08 1.940E-08 3.040E-08 4.510E-08
  5800.0 1.402E-09 2.784E-09 5.915E-09 1.079E-08 1.850E-08 2.905E-08 4.320E-08
  5810.0 1.335E-09 2.651E-09 5.628E-09 1.027E-08 1.764E-08 2.776E-08 4.136E-08
  5820.0 1.090E-09 2.525E-09 5.355E-09 9.769E-09 1.679E-08 2.649E-08 3.961E-08
  5830.0 1.039E-09 2.405E-09 5.098E-09 9.298E-09 1.599E-08 2.531E-08 3.793E-08
  5840.0 9.907E-10 2.291E-09 4.850E-09 8.853E-09 1.525E-08 2.419E-08 3.633E-08
  5850.0 9.446E-10 2.183E-09 4.517E-09 8.431E-09 1.453E-08 2.313E-08 3.480E-08
  5860.0 7.845E-10 2.080E-09 4.305E-09 8.036E-09 1.368E-08 2.212E-08 3.335E-08
  5870.0 5.319E-10 1.983E-09 4.105E-09 7.663E-09 1.306E-08 2.117E-08 3.198E-08
  5880.0 5.070E-10 1.890E-09 3.916E-09 7.312E-09 1.248E-08 2.027E-08 3.067E-08
  5890.0 4.834E-10 1.802E-09 3.737E-09 6.981E-09 1.193E-08 1.941E-08 2.942E-08
  5900.0 4.609E-10 1.718E-09 3.381E-09 6.669E-09 1.141E-08 1.860E-08 2.824E-08
  5910.0 4.395E-10 1.638E-09 3.228E-09 6.373E-09 1.093E-08 1.784E-08 2.711E-08
  5920.0 4.192E-10 1.563E-09 3.083E-09 6.089E-09 1.046E-08 1.711E-08 2.602E-08
  5930.0 3.998E-10 1.490E-09 2.946E-09 5.823E-09 1.002E-08 1.639E-08 2.499E-08
  5940.0 3.813E-10 1.422E-09 2.814E-09 5.561E-09 9.592E-09 1.572E-08 2.401E-08
  5950.0 3.638E-10 1.352E-09 2.689E-09 5.223E-09 9.184E-09 1.505E-08 2.307E-08
  5960.0 3.470E-10 1.063E-09 2.570E-09 4.996E-09 8.794E-09 1.423E-08 2.216E-08
  5970.0 3.311E-10 8.774E-10 2.456E-09 4.778E-09 8.419E-09 1.364E-08 2.128E-08
  5980.0 3.159E-10 8.362E-10 2.347E-09 4.569E-09 8.059E-09 1.308E-08 2.044E-08
  5990.0 3.015E-10 7.970E-10 2.243E-09 4.368E-09 7.711E-09 1.254E-08 1.963E-08
  6000.0 2.877E-10 7.598E-10 2.143E-09 4.015E-09 7.378E-09 1.201E-08 1.885E-08
  6010.0 2.746E-10 7.243E-10 2.049E-09 3.838E-09 7.059E-09 1.151E-08 1.810E-08
  6020.0 2.618E-10 4.851E-10 1.958E-09 3.670E-09 6.749E-09 1.102E-08 1.738E-08
  6030.0 2.499E-10 4.632E-10 1.872E-09 3.509E-09 6.458E-09 1.056E-08 1.666E-08
  6040.0 2.385E-10 4.424E-10 1.790E-09 3.357E-09 6.172E-09 1.011E-08 1.600E-08
  6050.0 2.277E-10 4.224E-10 1.712E-09 3.211E-09 5.829E-09 9.577E-09 1.534E-08
  6060.0 2.121E-10 3.878E-10 1.637E-09 3.073E-09 5.583E-09 9.189E-09 1.453E-08
  6070.0 2.025E-10 3.705E-10 1.564E-09 2.941E-09 5.349E-09 8.819E-09 1.397E-08
  6080.0 1.933E-10 3.539E-10 1.491E-09 2.816E-09 5.128E-09 8.467E-09 1.343E-08
  6090.0 1.846E-10 3.381E-10 1.425E-09 2.697E-09 4.917E-09 8.133E-09 1.292E-08
  6100.0 1.763E-10 3.231E-10 1.364E-09 2.583E-09 4.717E-09 7.815E-09 1.244E-08
  6110.0 1.683E-10 3.087E-10 1.305E-09 2.475E-09 4.524E-09 7.512E-09 1.197E-08
  6120.0 1.608E-10 2.950E-10 9.636E-10 2.372E-09 4.342E-09 7.222E-09 1.151E-08
  6130.0 1.535E-10 2.820E-10 9.215E-10 2.273E-09 4.168E-09 6.943E-09 1.108E-08
  6140.0 1.467E-10 2.695E-10 8.832E-10 2.179E-09 4.001E-09 6.676E-09 1.065E-08
  6150.0 1.401E-10 2.576E-10 8.339E-10 2.088E-09 3.840E-09 6.419E-09 1.017E-08
  6160.0 1.338E-10 2.463E-10 5.817E-10 2.001E-09 3.686E-09 6.170E-09 9.788E-09
  6170.0 1.278E-10 2.354E-10 4.835E-10 1.916E-09 3.537E-09 5.929E-09 9.421E-09
  6180.0 1.221E-10 2.251E-10 4.631E-10 1.828E-09 3.393E-09 5.696E-09 9.065E-09
  6190.0 1.167E-10 2.152E-10 4.435E-10 1.751E-09 3.255E-09 5.471E-09 8.720E-09
  6200.0 1.115E-10 2.058E-10 4.248E-10 1.678E-09 3.026E-09 5.253E-09 8.385E-09
  6210.0 1.065E-10 1.968E-10 4.069E-10 1.608E-09 2.902E-09 5.041E-09 8.061E-09
  6220.0 1.018E-10 1.853E-10 3.898E-10 1.214E-09 2.783E-09 4.839E-09 7.749E-09
  6230.0 9.723E-11 1.772E-10 3.733E-10 1.155E-09 2.669E-09 4.645E-09 7.449E-09
  6240.0 9.292E-11 1.695E-10 3.577E-10 1.108E-09 2.560E-09 4.459E-09 7.160E-09
  6250.0 8.880E-11 1.622E-10 3.421E-10 1.036E-09 2.455E-09 4.278E-09 6.883E-09
  6260.0 8.486E-11 1.552E-10 3.128E-10 7.289E-10 2.354E-09 4.105E-09 6.617E-09
  6270.0 8.111E-11 1.485E-10 2.998E-10 6.312E-10 2.258E-09 3.943E-09 6.362E-09
  6280.0 7.752E-11 1.421E-10 2.871E-10 6.049E-10 2.157E-09 3.769E-09 6.118E-09
  6290.0 7.410E-11 1.360E-10 2.752E-10 5.799E-10 2.069E-09 3.621E-09 5.885E-09
  6300.0 7.083E-11 1.301E-10 2.630E-10 5.558E-10 1.987E-09 3.390E-09 5.661E-09
  6310.0 6.771E-11 1.246E-10 2.490E-10 5.330E-10 1.907E-09 3.258E-09 5.444E-09
  6320.0 6.472E-11 1.192E-10 2.258E-10 5.111E-10 1.831E-09 3.132E-09 5.238E-09
  6330.0 6.188E-11 1.141E-10 2.166E-10 4.898E-10 1.734E-09 3.010E-09 5.042E-09
  6340.0 5.916E-11 1.092E-10 2.078E-10 4.698E-10 1.666E-09 2.894E-09 4.853E-09
  6350.0 5.656E-11 1.046E-10 1.994E-10 4.493E-10 1.558E-09 2.783E-09 4.668E-09
  6360.0 5.407E-11 1.001E-10 1.913E-10 4.127E-10 1.201E-09 2.676E-09 4.491E-09
  6370.0 5.170E-11 9.586E-11 1.835E-10 3.958E-10 1.089E-09 2.572E-09 4.323E-09
  6380.0 4.944E-11 9.178E-11 1.761E-10 3.794E-10 1.045E-09 2.473E-09 4.145E-09
  6390.0 4.727E-11 8.788E-11 1.690E-10 3.640E-10 1.003E-09 2.378E-09 3.991E-09
  6400.0 2.058E-11 6.088E-11 1.622E-10 3.465E-10 9.624E-10 2.287E-09 3.758E-09
  6410.0 1.967E-11 5.820E-11 1.556E-10 3.296E-10 9.237E-10 2.197E-09 3.618E-09
  6420.0 1.879E-11 5.571E-11 1.494E-10 2.901E-10 6.563E-10 2.113E-09 3.484E-09
  6430.0 1.796E-11 5.333E-11 1.434E-10 2.786E-10 6.291E-10 1.987E-09 3.355E-09
  6440.0 1.716E-11 5.105E-11 1.376E-10 2.676E-10 6.040E-10 1.912E-09 3.231E-09
  6450.0 1.640E-11 4.888E-11 1.321E-10 2.570E-10 5.780E-10 1.782E-09 3.112E-09
  6460.0 1.568E-11 4.680E-11 1.268E-10 2.469E-10 5.342E-10 1.399E-09 2.998E-09
  6470.0 1.498E-11 4.481E-11 1.217E-10 2.372E-10 5.127E-10 1.283E-09 2.887E-09
  6480.0 1.432E-11 4.290E-11 1.169E-10 2.279E-10 4.917E-10 1.231E-09 2.780E-09
  6490.0 1.369E-11 4.108E-11 1.122E-10 2.189E-10 4.723E-10 1.184E-09 2.678E-09
  6500.0 1.309E-11 3.934E-11 1.077E-10 2.104E-10 4.484E-10 1.125E-09 2.581E-09
  6510.0 1.251E-11 3.768E-11 1.017E-10 2.022E-10 4.283E-10 1.082E-09 2.482E-09
  6520.0 1.189E-11 3.597E-11 9.768E-11 1.943E-10 4.115E-10 7.993E-10 2.392E-09
  6530.0 1.137E-11 3.446E-11 9.364E-11 1.867E-10 3.956E-10 7.668E-10 2.234E-09
  6540.0 1.087E-11 3.300E-11 8.992E-11 1.794E-10 3.803E-10 7.377E-10 2.154E-09
  6550.0 1.040E-11 3.162E-11 8.637E-11 1.725E-10 3.656E-10 7.069E-10 2.006E-09
  6560.0 9.945E-12 3.029E-11 8.296E-11 1.658E-10 3.516E-10 6.572E-10 1.603E-09
  6570.0 9.511E-12 2.902E-11 7.969E-11 1.593E-10 3.380E-10 6.325E-10 1.482E-09
  6580.0 9.096E-12 2.780E-11 7.654E-11 1.532E-10 3.251E-10 6.085E-10 1.425E-09
  6590.0 8.699E-12 2.664E-11 7.353E-11 1.472E-10 3.126E-10 5.855E-10 1.373E-09
  6600.0 8.320E-12 2.552E-11 5.803E-11 1.415E-10 3.006E-10 5.634E-10 1.306E-09
  6610.0 7.958E-12 2.445E-11 5.574E-11 1.285E-10 2.891E-10 5.401E-10 1.258E-09
  6620.0 1.335E-13 1.394E-12 5.354E-11 1.236E-10 2.523E-10 5.197E-10 9.634E-10
  6630.0 1.250E-13 1.323E-12 5.143E-11 1.186E-10 2.427E-10 5.002E-10 9.248E-10
  6640.0 1.171E-13 1.256E-12 4.941E-11 1.140E-10 2.335E-10 4.816E-10 8.913E-10
  6650.0 1.097E-13 1.193E-12 4.746E-11 1.097E-10 2.247E-10 4.636E-10 8.553E-10
  6660.0 1.028E-13 1.133E-12 4.560E-11 1.056E-10 2.162E-10 4.465E-10 7.994E-10
  6670.0 9.630E-14 1.077E-12 4.381E-11 1.016E-10 2.081E-10 4.299E-10 7.705E-10
  6680.0 9.025E-14 1.023E-12 4.209E-11 9.771E-11 2.003E-10 4.139E-10 7.428E-10
  6690.0 8.460E-14 9.725E-13 4.043E-11 9.401E-11 1.928E-10 3.987E-10 7.162E-10
  6700.0 7.932E-14 9.244E-13 3.883E-11 7.885E-11 1.855E-10 3.840E-10 6.907E-10
  6710.0 7.437E-14 8.789E-13 3.731E-11 7.586E-11 1.781E-10 3.692E-10 6.643E-10
  6720.0 6.968E-14 8.349E-13 3.585E-11 7.299E-11 1.715E-10 3.217E-10 6.408E-10
  6730.0 6.536E-14 7.941E-13 3.445E-11 7.023E-11 1.647E-10 3.102E-10 6.183E-10
  6740.0 6.130E-14 7.540E-13 3.310E-11 6.758E-11 1.585E-10 2.989E-10 5.967E-10
  6750.0 3.533E-14 6.014E-13 3.178E-11 6.503E-11 1.528E-10 2.882E-10 5.761E-10
  6760.0 3.330E-14 5.740E-13 3.054E-11 6.257E-11 1.471E-10 2.779E-10 5.563E-10
  6770.0 3.140E-14 5.480E-13 2.935E-11 6.022E-11 1.417E-10 2.679E-10 5.372E-10
  6780.0 2.961E-14 5.231E-13 2.821E-11 5.796E-11 1.365E-10 2.585E-10 5.189E-10
  6790.0 2.793E-14 4.995E-13 2.712E-11 5.569E-11 1.315E-10 2.493E-10 5.016E-10
  6800.0 2.635E-14 4.770E-13 2.606E-11 5.353E-11 1.155E-10 2.407E-10 4.847E-10
  6810.0 2.487E-14 4.556E-13 2.505E-11 5.152E-11 9.940E-11 2.320E-10 4.679E-10
  6820.0 1.092E-14 8.008E-14 3.011E-12 4.959E-11 9.585E-11 2.241E-10 4.118E-10
  6830.0 1.015E-14 7.525E-14 2.892E-12 4.774E-11 9.244E-11 2.161E-10 3.990E-10
  6840.0 9.431E-15 7.072E-14 2.778E-12 4.594E-11 8.917E-11 2.089E-10 3.870E-10
  6850.0 8.766E-15 6.647E-14 2.669E-12 4.413E-11 8.604E-11 2.020E-10 3.755E-10
  6860.0 6.943E-15 6.126E-14 2.564E-12 4.249E-11 8.305E-11 1.955E-10 3.649E-10
  6870.0 6.453E-15 5.760E-14 2.463E-12 4.092E-11 8.020E-11 1.894E-10 3.547E-10
  6880.0 5.998E-15 5.418E-14 2.366E-12 3.939E-11 7.748E-11 1.836E-10 3.454E-10
  6890.0 5.575E-15 5.096E-14 2.273E-12 3.794E-11 7.488E-11 1.781E-10 3.368E-10
  6900.0 5.182E-15 4.794E-14 2.184E-12 3.653E-11 7.228E-11 1.620E-10 3.288E-10
  6910.0 4.817E-15 4.511E-14 2.098E-12 3.519E-11 6.993E-11 1.354E-10 3.211E-10
  6920.0 4.477E-15 4.245E-14 2.016E-12 8.124E-12 6.771E-11 1.322E-10 3.144E-10
  6930.0 4.162E-15 3.996E-14 1.936E-12 7.828E-12 6.563E-11 1.292E-10 3.080E-10
  6940.0 3.869E-15 3.762E-14 1.860E-12 7.547E-12 6.363E-11 1.263E-10 3.024E-10
  6950.0 3.596E-15 3.542E-14 1.787E-12 7.279E-12 6.158E-11 1.238E-10 2.976E-10
  6960.0 3.343E-15 3.333E-14 1.716E-12 7.023E-12 5.983E-11 1.216E-10 2.932E-10
  6970.0 3.107E-15 3.140E-14 1.649E-12 6.783E-12 5.819E-11 1.195E-10 2.892E-10
  6980.0 2.851E-15 2.770E-14 1.585E-12 6.555E-12 5.664E-11 1.176E-10 2.856E-10
  6990.0 2.650E-15 2.611E-14 1.523E-12 6.343E-12 5.488E-11 1.159E-10 2.826E-10
  7000.0 2.463E-15 2.462E-14 1.472E-12 6.146E-12 5.353E-11 1.142E-10 2.689E-10
  7010.0 2.290E-15 1.437E-14 1.416E-12 5.964E-12 5.225E-11 1.128E-10 2.326E-10
  7020.0 2.129E-15 1.342E-14 3.145E-13 5.799E-12 2.179E-11 1.116E-10 2.323E-10
  7030.0 1.979E-15 1.253E-14 3.054E-13 5.645E-12 2.171E-11 1.106E-10 2.324E-10
  7040.0 1.839E-15 1.171E-14 2.974E-13 5.520E-12 2.170E-11 1.098E-10 2.329E-10
  7050.0 1.710E-15 1.094E-14 2.907E-13 5.415E-12 2.175E-11 1.090E-10 2.339E-10
  7060.0 1.589E-15 1.023E-14 2.854E-13 5.325E-12 2.192E-11 1.088E-10 2.357E-10
  7070.0 1.119E-15 8.422E-15 2.819E-13 5.273E-12 2.219E-11 1.090E-10 2.381E-10
  7080.0 1.040E-15 7.884E-15 2.805E-13 5.251E-12 2.261E-11 1.097E-10 2.417E-10
  7090.0 5.662E-16 6.116E-15 2.814E-13 5.264E-12 2.318E-11 1.101E-10 2.463E-10
  7100.0 5.263E-16 5.746E-15 2.851E-13 5.317E-12 2.397E-11 1.119E-10 2.518E-10
  7110.0 4.893E-16 5.412E-15 2.921E-13 5.414E-12 2.498E-11 1.145E-10 2.592E-10
  7120.0 4.548E-16 5.116E-15 3.030E-13 3.306E-12 2.627E-11 8.570E-11 2.682E-10
  7130.0 4.227E-16 4.857E-15 3.183E-13 3.594E-12 2.785E-11 9.103E-11 2.787E-10
  7140.0 3.930E-16 4.637E-15 3.392E-13 3.945E-12 2.977E-11 9.725E-11 2.911E-10
  7150.0 3.653E-16 4.462E-15 3.666E-13 4.369E-12 3.203E-11 1.044E-10 3.051E-10
  7160.0 3.396E-16 4.338E-15 4.024E-13 4.877E-12 3.472E-11 1.127E-10 3.214E-10
  7170.0 3.156E-16 4.275E-15 4.481E-13 5.482E-12 3.786E-11 1.219E-10 3.395E-10
  7180.0 2.934E-16 4.287E-15 5.059E-13 6.195E-12 4.146E-11 1.321E-10 3.594E-10
  7190.0 2.728E-16 4.396E-15 5.777E-13 7.026E-12 4.550E-11 1.434E-10 3.790E-10
  7200.0 2.535E-16 4.577E-15 6.651E-13 7.981E-12 4.998E-11 1.555E-10 4.019E-10
  7210.0 2.357E-16 4.965E-15 6.283E-13 9.059E-12 5.486E-11 1.683E-10 4.257E-10
  7220.0 2.191E-16 5.553E-15 7.542E-13 1.026E-11 5.648E-11 1.817E-10 4.155E-10
  7230.0 2.037E-16 6.404E-15 8.963E-13 1.157E-11 6.211E-11 1.955E-10 4.420E-10
  7240.0 1.893E-16 7.600E-15 1.054E-12 1.299E-11 6.799E-11 2.098E-10 4.690E-10
  7250.0 1.760E-16 9.256E-15 1.230E-12 1.455E-11 7.417E-11 2.245E-10 4.967E-10
